DKK1,ENST00000373970,10,54074056,54077802,1,243
DKK1,ENST00000373970,10,54074056,54077802,244,406
DKK1,ENST00000373970,10,54074056,54077802,407,547
DKK1,ENST00000373970,10,54074056,54077802,548,801
DKK3,ENST00000396505,11,11984653,12031316,1,213
DKK3,ENST00000326932,11,11984653,12031316,1,213
DKK3,ENST00000396505,11,11984653,12031316,214,351
DKK3,ENST00000326932,11,11984653,12031316,214,351
DKK3,ENST00000396505,11,11984653,12031316,352,435
DKK3,ENST00000326932,11,11984653,12031316,352,435
DKK3,ENST00000396505,11,11984653,12031316,436,528
DKK3,ENST00000326932,11,11984653,12031316,436,528
DKK3,ENST00000396505,11,11984653,12031316,529,673
DKK3,ENST00000326932,11,11984653,12031316,529,673
DKK3,ENST00000396505,11,11984653,12031316,674,830
DKK3,ENST00000326932,11,11984653,12031316,674,830
DKK3,ENST00000396505,11,11984653,12031316,831,1053
DKK3,ENST00000326932,11,11984653,12031316,831,1053
AP-1,ST00000371222,1,59246465,59249785,1,996
A1CF,ENST00000373997,10,52559169,52645435,1,99
A1CF,ENST00000373995,10,52559169,52645435,1,123
A1CF,ENST00000282641,10,52559169,52645435,1,99
A1CF,ENST00000395489,10,52559169,52645435,1,78
A1CF,ENST00000395489,10,52559169,52645435,79,213
A1CF,ENST00000373997,10,52559169,52645435,100,234
A1CF,ENST00000282641,10,52559169,52645435,100,234
A1CF,ENST00000373995,10,52559169,52645435,124,258
A1CF,ENST00000395489,10,52559169,52645435,214,344
A1CF,ENST00000373997,10,52559169,52645435,235,365
A1CF,ENST00000282641,10,52559169,52645435,235,365
A1CF,ENST00000373995,10,52559169,52645435,259,389
A1CF,ENST00000395489,10,52559169,52645435,345,583
A1CF,ENST00000373997,10,52559169,52645435,366,604
A1CF,ENST00000282641,10,52559169,52645435,366,604
A1CF,ENST00000373995,10,52559169,52645435,390,628
A1CF,ENST00000395489,10,52559169,52645435,584,748
A1CF,ENST00000373997,10,52559169,52645435,605,769
A1CF,ENST00000282641,10,52559169,52645435,605,769
A1CF,ENST00000373995,10,52559169,52645435,629,793
A1CF,ENST00000395489,10,52559169,52645435,749,846
A1CF,ENST00000373997,10,52559169,52645435,770,867
A1CF,ENST00000282641,10,52559169,52645435,770,867
A1CF,ENST00000373995,10,52559169,52645435,794,891
A1CF,ENST00000395489,10,52559169,52645435,847,1120
A1CF,ENST00000373997,10,52559169,52645435,868,1141
A1CF,ENST00000282641,10,52559169,52645435,868,1141
A1CF,ENST00000373995,10,52559169,52645435,892,1165
A1CF,ENST00000395489,10,52559169,52645435,1121,1326
A1CF,ENST00000373997,10,52559169,52645435,1142,1323
A1CF,ENST00000282641,10,52559169,52645435,1142,1347
A1CF,ENST00000373995,10,52559169,52645435,1166,1347
A1CF,ENST00000373997,10,52559169,52645435,1324,1460
A1CF,ENST00000395489,10,52559169,52645435,1327,1463
A1CF,ENST00000373995,10,52559169,52645435,1348,1484
A1CF,ENST00000282641,10,52559169,52645435,1348,1484
A1CF,ENST00000373997,10,52559169,52645435,1461,1609
A1CF,ENST00000395489,10,52559169,52645435,1464,1612
A1CF,ENST00000373995,10,52559169,52645435,1485,1633
A1CF,ENST00000282641,10,52559169,52645435,1485,1633
A1CF,ENST00000373997,10,52559169,52645435,1610,1761
A1CF,ENST00000395489,10,52559169,52645435,1613,1764
A1CF,ENST00000373995,10,52559169,52645435,1634,1785
A1CF,ENST00000282641,10,52559169,52645435,1634,1785
A3GALT2,ENST00000442999,1,33772367,33786699,1,23
A3GALT2,ENST00000442999,1,33772367,33786699,24,107
A3GALT2,ENST00000442999,1,33772367,33786699,108,197
A3GALT2,ENST00000442999,1,33772367,33786699,198,335
A3GALT2,ENST00000442999,1,33772367,33786699,336,1023
AADACL3,ENST00000332530,1,12776118,12788726,1,4
AADACL3,ENST00000359318,1,12776118,12788726,1,214
AADACL3,ENST00000332530,1,12776118,12788726,5,68
AADACL3,ENST00000332530,1,12776118,12788726,69,843
AADACL3,ENST00000359318,1,12776118,12788726,215,278
AADACL3,ENST00000359318,1,12776118,12788726,279,1053
AADACL4,ENST00000376221,1,12704566,12727097,1,168
AADACL4,ENST00000376221,1,12704566,12727097,169,385
AADACL4,ENST00000376221,1,12704566,12727097,386,449
AADACL4,ENST00000376221,1,12704566,12727097,450,1224
AAMDC,ENST00000393427,11,77532155,77629478,1,132
AAMDC,ENST00000393427,11,77532155,77629478,133,228
AAMDC,ENST00000393427,11,77532155,77629478,229,369
AASDHPPT,ENST00000278618,11,105946228,105969437,1,183
AASDHPPT,ENST00000278618,11,105946228,105969437,184,409
AASDHPPT,ENST00000278618,11,105946228,105969437,410,531
AASDHPPT,ENST00000278618,11,105946228,105969437,532,693
AASDHPPT,ENST00000278618,11,105946228,105969437,694,765
AASDHPPT,ENST00000278618,11,105946228,105969437,766,930
ABCA4,ENST00000370225,1,94458393,94586688,1,66
ABCA4,ENST00000370225,1,94458393,94586688,67,160
ABCA4,ENST00000370225,1,94458393,94586688,161,302
ABCA4,ENST00000370225,1,94458393,94586688,303,442
ABCA4,ENST00000370225,1,94458393,94586688,443,570
ABCA4,ENST00000370225,1,94458393,94586688,571,768
ABCA4,ENST00000370225,1,94458393,94586688,769,858
ABCA4,ENST00000370225,1,94458393,94586688,859,1099
ABCA4,ENST00000370225,1,94458393,94586688,1100,1239
ABCA4,ENST00000370225,1,94458393,94586688,1240,1356
ABCA4,ENST00000370225,1,94458393,94586688,1357,1554
ABCA4,ENST00000370225,1,94458393,94586688,1555,1760
ABCA4,ENST00000370225,1,94458393,94586688,1761,1937
ABCA4,ENST00000370225,1,94458393,94586688,1938,2160
ABCA4,ENST00000370225,1,94458393,94586688,2161,2382
ABCA4,ENST00000370225,1,94458393,94586688,2383,2587
ABCA4,ENST00000370225,1,94458393,94586688,2588,2653
ABCA4,ENST00000370225,1,94458393,94586688,2654,2743
ABCA4,ENST00000370225,1,94458393,94586688,2744,2918
ABCA4,ENST00000370225,1,94458393,94586688,2919,3050
ABCA4,ENST00000370225,1,94458393,94586688,3051,3190
ABCA4,ENST00000370225,1,94458393,94586688,3191,3328
ABCA4,ENST00000370225,1,94458393,94586688,3329,3522
ABCA4,ENST00000370225,1,94458393,94586688,3523,3607
ABCA4,ENST00000370225,1,94458393,94586688,3608,3813
ABCA4,ENST00000370225,1,94458393,94586688,3814,3862
ABCA4,ENST00000370225,1,94458393,94586688,3863,4128
ABCA4,ENST00000370225,1,94458393,94586688,4129,4253
ABCA4,ENST00000370225,1,94458393,94586688,4254,4352
ABCA4,ENST00000370225,1,94458393,94586688,4353,4539
ABCA4,ENST00000370225,1,94458393,94586688,4540,4634
ABCA4,ENST00000370225,1,94458393,94586688,4635,4667
ABCA4,ENST00000370225,1,94458393,94586688,4668,4773
ABCA4,ENST00000370225,1,94458393,94586688,4774,4848
ABCA4,ENST00000370225,1,94458393,94586688,4849,5018
ABCA4,ENST00000370225,1,94458393,94586688,5019,5196
ABCA4,ENST00000370225,1,94458393,94586688,5197,5312
ABCA4,ENST00000370225,1,94458393,94586688,5313,5460
ABCA4,ENST00000370225,1,94458393,94586688,5461,5584
ABCA4,ENST00000370225,1,94458393,94586688,5585,5714
ABCA4,ENST00000370225,1,94458393,94586688,5715,5835
ABCA4,ENST00000370225,1,94458393,94586688,5836,5898
ABCA4,ENST00000370225,1,94458393,94586688,5899,6005
ABCA4,ENST00000370225,1,94458393,94586688,6006,6147
ABCA4,ENST00000370225,1,94458393,94586688,6148,6282
ABCA4,ENST00000370225,1,94458393,94586688,6283,6386
ABCA4,ENST00000370225,1,94458393,94586688,6387,6479
ABCA4,ENST00000370225,1,94458393,94586688,6480,6729
ABCA4,ENST00000370225,1,94458393,94586688,6730,6816
ABCA4,ENST00000370225,1,94458393,94586688,6817,6822
ABCB10,ENST00000344517,1,229652329,229694442,1,517
ABCB10,ENST00000344517,1,229652329,229694442,518,718
ABCB10,ENST00000344517,1,229652329,229694442,719,921
ABCB10,ENST00000344517,1,229652329,229694442,922,1056
ABCB10,ENST00000344517,1,229652329,229694442,1057,1203
ABCB10,ENST00000344517,1,229652329,229694442,1204,1339
ABCB10,ENST00000344517,1,229652329,229694442,1340,1435
ABCB10,ENST00000344517,1,229652329,229694442,1436,1645
ABCB10,ENST00000344517,1,229652329,229694442,1646,1725
ABCB10,ENST00000344517,1,229652329,229694442,1726,1906
ABCB10,ENST00000344517,1,229652329,229694442,1907,1950
ABCB10,ENST00000344517,1,229652329,229694442,1951,1985
ABCB10,ENST00000344517,1,229652329,229694442,1986,2217
ABCC2,ENST00000370449,10,101542489,101611949,1,33
ABCC2,ENST00000370449,10,101542489,101611949,34,207
ABCC2,ENST00000370449,10,101542489,101611949,208,333
ABCC2,ENST00000370449,10,101542489,101611949,334,468
ABCC2,ENST00000370449,10,101542489,101611949,469,576
ABCC2,ENST00000370449,10,101542489,101611949,577,632
ABCC2,ENST00000370449,10,101542489,101611949,633,867
ABCC2,ENST00000370449,10,101542489,101611949,868,1031
ABCC2,ENST00000370449,10,101542489,101611949,1032,1209
ABCC2,ENST00000370449,10,101542489,101611949,1210,1464
ABCC2,ENST00000370449,10,101542489,101611949,1465,1530
ABCC2,ENST00000370449,10,101542489,101611949,1531,1668
ABCC2,ENST00000370449,10,101542489,101611949,1669,1815
ABCC2,ENST00000370449,10,101542489,101611949,1816,1900
ABCC2,ENST00000370449,10,101542489,101611949,1901,1967
ABCC2,ENST00000370449,10,101542489,101611949,1968,2094
ABCC2,ENST00000370449,10,101542489,101611949,2095,2271
ABCC2,ENST00000370449,10,101542489,101611949,2272,2439
ABCC2,ENST00000370449,10,101542489,101611949,2440,2620
ABCC2,ENST00000370449,10,101542489,101611949,2621,2747
ABCC2,ENST00000370449,10,101542489,101611949,2748,2883
ABCC2,ENST00000370449,10,101542489,101611949,2884,3103
ABCC2,ENST00000370449,10,101542489,101611949,3104,3258
ABCC2,ENST00000370449,10,101542489,101611949,3259,3414
ABCC2,ENST00000370449,10,101542489,101611949,3415,3614
ABCC2,ENST00000370449,10,101542489,101611949,3615,3741
ABCC2,ENST00000370449,10,101542489,101611949,3742,3843
ABCC2,ENST00000370449,10,101542489,101611949,3844,3987
ABCC2,ENST00000370449,10,101542489,101611949,3988,4146
ABCC2,ENST00000370449,10,101542489,101611949,4147,4313
ABCC2,ENST00000370449,10,101542489,101611949,4314,4508
ABCC2,ENST00000370449,10,101542489,101611949,4509,4638
ABCC8,ENST00000302539,11,17414432,17498449,1,148
ABCC8,ENST00000302539,11,17414432,17498449,149,290
ABCC8,ENST00000302539,11,17414432,17498449,291,412
